,title,abstract
203,Depression May Elevate Dementia Risk,A Swedish study found that men and women with depression were much more likely to develop dementia than their peers without depression.
204,Major Insurers Pledge $55 Million to Try to Lower Generic Drug Prices,The Blue Cross Blue Shield Association and others say they have agreed to invest in a nonprofit’s effort to develop and sell cheaper drugs.
205,"Smokers Should Quit at Least 4 Weeks Before Surgery, W.H.O. says","In a new study, the health agency urges hospitals and surgeons to play a bigger role to help the world’s 1 billion smokers kick the habit."
206,"As New Virus Spreads From China, Scientists See Grim Reminders","Epidemics of related viruses, like SARS, killed hundreds. But the W.H.O. has postponed a decision on whether the new outbreak is a global emergency."
207,First Patient With Wuhan Coronavirus Is Identified in the U.S.,A man in Washington State is infected with a new respiratory virus. Federal officials plan to expand screenings for the infection at major airports.
208,The Coronavirus: What Scientists Have Learned So Far,"A respiratory virus that originated in China has infected more than 100,000 people and has begun to spread in the U.S."
209,The Test a Deadly Coronavirus Outbreak Poses to China’s Leadership,"The new virus has killed at least nine and infected more than 400 people in China, with confirmed cases in the United States, Taiwan, Thailand, Japan and South Korea."
210,"Weekly Health Quiz: Running, Body Temperature and a Deadly New Virus",Test your knowledge of this week’s health news.
211,China Confirms New Coronavirus Spreads From Humans to Humans,"A top Chinese government-appointed expert says a mysterious respiratory illness that has killed at least four people can be transmitted by humans, heightening concern about the outbreak."
212,"When Life Throws You Curveballs, Embrace the ‘New Normal’","For patients with life-altering illnesses or anyone just getting older, it helps to roll with the punches and make the best of the here and now."
213,Trump’s Plot Against Health Care Continues,He is still coming for your coverage — and lying about it.
214,W.H.O. Warns That Pipeline for New Antibiotics Is Running Dry,"In two new reports, the global health agency says only government intervention can fix the broken market for new antimicrobial drugs."
215,$8 Billion Verdict in Drug Lawsuit Is Reduced to $6.8 Million,A Philadelphia judge lowered the damages in a case that claimed Johnson & Johnson played down the risks of an antipsychotic drug.
216,‘It’s a Leadership Argument’: Coronavirus Reshapes Health Care Fight,"Joe Biden and other Democrats were already talking about health care before the coronavirus, but the outbreak gives new urgency to a central issue for the party."
217,"‘Health Care Kamikazes’: How Spain’s Workers Are Battling Coronavirus, Unprotected","Over 12,000 health care workers have contracted Covid-19 in Spain amid grave shortages in personal protective equipment. Nurses and doctors showed us how they make their own gowns, masks and shields."
218,Race and Medicine: The Harm That Comes From Mistrust,Racial bias still affects many aspects of health care.
219,"Overwhelmed by Medical Bills, and Finding Help on TikTok","In a video last month, a North Carolina woman shared a tip about battling “stupid charges.” Thousands responded — some in gratitude, others to commiserate over the baffling costs of health care."
220,"How You Can Protect Your Community, Not Just Your Own Health","The drastic changes in economic and social behavior needed to stop the coronavirus require active community engagement, two economists say. Here are lessons from the Ebola epidemic."
221,Hackers Attack Health and Human Services Computer System,It was unknown whether the actions were the result of foreign actors or just hackers seizing on the coronavirus panic to try to create chaos.
222,"The Coronavirus Swamps Local Health Departments, Already Crippled by Cuts",Many state and municipal health departments saw budget and staffing cuts a decade ago that were never restored.
223,Where Surgeons Don’t Bother With Checklists,"In many poor countries, older surgeons resist being questioned, and operations are more often emergencies, which leaves less time to review checklists."
224,"1,200 Airport Workers in N.Y.C. Area Abruptly Laid Off With No Severance","Amid the spreading pandemic, thousands of employees of businesses in the airports around New York City may have their benefits cut off."
225,"Minimum Wage Raises Could Lower Suicide Rates, Study Says","It was the latest study to suggest that effects of wage increases reach beyond economic welfare, but some experts pushed back on the findings."
226,Politicians’ Use of ‘Wuhan Virus’ Starts a Debate Health Experts Wanted to Avoid,"Despite the recommendations of health officials, some conservatives are using the term to describe Covid-19, prompting a blame game over who is politicizing the coronavirus."
227,The Politics of a Pandemic,Trump wants us to see him as defeating a foreign enemy.
228,How Much Should the Public Know About Who Has the Coronavirus?,"Amid calls for more transparency, a debate is raging among public health experts over how much data on the spread of the virus should be released."
229,Teenager’s Death in California Is Linked to Coronavirus,"The victim would be one of the youngest in the United States. “Covid-19 does not discriminate by age, race or income level,” the Los Angeles County health department said."
230,Sanders Argues He Has ‘Narrow Path’ and Says He Wants to Push His Issues,"In an interview with Seth Meyers on “Late Night,” Bernie Sanders said that raising consciousness on the issues he cares about is an argument for continuing his campaign."
231,Airlines Refuse to Collect Passenger Data That Could Aid Coronavirus Fight,"Public health officials have been pushing airlines for years to gather more traveler data, but airlines have balked, citing cost and time."
232,The U.S. Tried to Build a New Fleet of Ventilators. The Mission Failed.,"As the coronavirus spreads, the collapse of the project helps explain America’s acute shortage."
